PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max(in)	A_head_dia_min(in)	H_head_dia_max(in)	H_head_dia_min(in)	O_total_head_height_max(in)	O_total_head_height_min(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	U_fillet_radius_min(in)	Material	Reference	Edition
ASME_B18.6.2_SCREW_1_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_3.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	3  1/2 	3.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_3.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	3  3/4 	3.75	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_4_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	4      	4.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_4.25_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	4  1/4 	4.25	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_4.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	4  1/2 	4.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_4.75_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	4  3/4 	4.75	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	5      	5.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_5.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	5  1/2 	5.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_6_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	6      	6.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_6.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	6  1/2 	6.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_7_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	7      	7.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_7.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	7  1/2 	7.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_8_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	8      	8.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_8.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	8  1/2 	8.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_9_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	9      	9.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_9.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_9.5_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	9  1/2 	9.5	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
ASME_B18.6.2_SCREW_1_x_10_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP	ASME_B18_6_2_1_x_10_UNC_STEEL_SLOTTED_FILLISTER_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.25	2.25	0.313	10      	10.0	1.0	0.99	1.312	1.282	0.656	0.612	0.803	0.743	0.188	0.166	0.371	0.291	0.062	0.031	St	ASME B18.6.2	1998
